#{"t_start": 1765854108.765417, "env_id": "None"}
r,l,t
44.823848,160,1430.83917
-24.642952,21,1431.065476
254.114593,133,1432.471098
5.747539,341,1435.741853
-35.087018,221,1437.891458
-15.497865,341,1441.179766
-29.208685,341,1444.455489
232.831577,1,1444.497977
906.322306,400,1448.323619
228.088261,1,1448.369492
276.120257,162,1450.023925
-55.07077,183,1451.766362
36.171867,161,1453.410498
247.151139,139,1454.704519
254.114568,133,1455.989635
1074.251107,300,1458.903251
596.85734,400,1462.883378
-23.974717,341,1466.230654
254.114568,133,1467.561834
255.348343,142,1468.970187
80.91397,182,1470.741753
-9.930346,400,1474.525785
253.440729,141,1475.944313
-77.455078,255,1478.378661
-12.970282,300,1481.302584
61.412468,144,1482.725486
33.220577,400,1486.664506
1065.735349,300,1489.576935
80.575098,49,1490.062631
233.610353,1,1490.10894
709.613316,400,1494.000592
-12.824467,341,1497.293496
349.293892,300,1500.258374
-6.444555,300,1503.144499
-9.789175,400,1507.154084
619.402071,316,1510.20786
254.123345,133,1511.536863
-14.446327,300,1514.443513
63.654778,148,1515.902598
-20.441881,341,1519.221349
-29.210967,341,1522.536888
227.374831,1,1522.579088
901.311316,400,1526.488765
-18.758474,341,1529.843464
227.345533,1,1529.886436
253.371233,141,1531.2603
253.347517,141,1532.658334
161.003715,400,1536.547327
50.237555,160,1538.117454
160.834083,400,1542.047199
226.873331,1,1542.097033
-30.995614,341,1545.359467
284.241541,157,1546.973461
-20.536658,1,1547.017844
58.126332,138,1548.356266
286.211864,158,1549.902823
254.123346,133,1551.271805
-3.960982,341,1554.559852
-19.984581,341,1557.898151
627.624105,400,1561.702929
282.157675,156,1563.315747
288.263136,159,1564.83514
227.120054,1,1564.876311
211.983701,1,1564.913904
226.847731,1,1564.953405
144.659564,400,1568.802822
-9.560583,341,1572.171489
50.637845,161,1573.756329
-20.983122,6,1573.847501
225.110545,1,1573.886604
-10.245809,400,1577.801329
261.361924,153,1579.230341
226.716899,1,1579.269233
671.411826,400,1583.14438
294.337437,162,1584.81936
282.145279,156,1586.271548
620.586858,300,1589.195196
52.198691,172,1590.836308
492.630619,255,1593.398096
-14.920197,300,1596.341036
-38.281115,341,1599.627943
-16.485141,300,1602.540717
254.124546,133,1603.798754
-10.09623,300,1606.768482
-10.212997,400,1610.64684
-26.354379,341,1613.941129
254.191327,133,1615.232435
224.537583,1,1615.271563
-11.143144,400,1619.106732
10.187226,15,1619.3472
251.371411,140,1620.741181
712.648195,400,1624.595444
-10.910854,400,1628.392026
-78.492615,300,1631.293222
719.934945,400,1635.129827
-18.30197,300,1638.112225
-9.612203,400,1642.036886
280.19204,155,1643.58933
572.179005,376,1647.20664
-23.786153,300,1650.078489
224.805343,1,1650.12032
251.42538,140,1651.497583
-132.421423,341,1654.791978
-12.752256,300,1657.681366
58.870657,179,1659.489435
623.214833,300,1662.390828
87.00948,341,1665.820889
-28.637564,341,1669.182872
-19.817836,300,1672.083309
895.052923,400,1675.942415
44.356195,32,1676.265682
254.123721,133,1677.561911
48.069336,159,1679.120749
599.890603,300,1682.062666
273.900519,245,1684.444377
254.114573,133,1685.733052
1067.839457,300,1688.639673
81.9789,341,1691.939486
144.136634,400,1695.797069
224.485365,1,1695.838683
224.485365,1,1695.879001
536.869152,274,1698.503499
-15.998627,2,1698.553109
224.48246,1,1698.593842
738.241142,400,1702.53676
-9.275096,400,1706.377337
735.719919,400,1710.257085
610.719743,300,1713.21206
34.739636,140,1714.700486
104.159132,341,1718.058297
-6.817859,300,1720.920127
-5.652704,300,1723.879209
-20.358624,3,1723.938129
-150.509965,341,1727.286902
-30.434421,341,1730.565171
29.358859,160,1732.085742
224.4791,1,1732.123906
29.673988,140,1733.523796
271.212728,400,1737.377964
-124.261981,341,1740.563022
913.27731,400,1744.508638
516.951184,343,1747.782184
-14.305513,400,1751.693508
58.313802,188,1753.487608
625.787832,300,1756.406117
619.045529,300,1759.378073
1077.327751,300,1762.323122
224.479163,1,1762.364763
16.269563,18,1762.560325
-5.244731,300,1765.433907
254.114276,133,1766.783998
609.268847,300,1769.653306
-20.176005,5,1769.732041
-7.622222,300,1772.572807
723.226698,400,1776.40792
255.335878,142,1777.856793
123.418598,400,1781.65585
685.609894,300,1784.527368
555.470465,292,1787.410379
21.52391,140,1788.743958
-20.060809,3,1788.799088
17.697776,141,1790.163308
506.966321,340,1793.435766
802.861434,400,1797.202614
620.822096,300,1800.105139
-37.771473,341,1803.480313
254.114617,133,1804.768857
224.486742,1,1804.806379
79.451947,341,1808.156052
-8.302543,300,1811.094931
354.921107,192,1812.907203
254.113777,133,1814.362842
32.295887,140,1815.721193
1065.487414,300,1818.67086
224.479881,1,1818.712215
254.114878,133,1819.982411
734.447027,400,1823.844436
224.48298,1,1823.885822
453.36441,341,1827.217955
-19.077318,341,1830.491609
728.912429,400,1834.363621
-19.486495,1,1834.400958
255.344538,142,1835.766566
-9.544328,300,1838.751499
483.593012,341,1842.023515
224.492321,1,1842.060832
726.90285,400,1845.877405
26.444624,341,1849.25495
-26.037341,27,1849.535748
52.820759,251,1851.96849
-11.59924,300,1854.883523
5.070198,272,1857.483705
224.561747,1,1857.521606
254.11329,133,1858.84212
224.491346,1,1858.879718
776.514171,400,1862.749519
53.142399,341,1866.022485
617.019073,300,1868.965237
-7.060633,300,1871.888555
626.617668,300,1874.819301
80.112973,341,1878.065978
2.393955,11,1878.199953
