#{"t_start": 1765854108.7637842, "env_id": "None"}
r,l,t
439.917366,235,1211.01025
57.214377,341,1212.799195
115.351744,341,1213.551451
-121.461162,300,1215.280299
450.492181,231,1215.895192
-24.085971,32,1217.050341
527.943994,300,1217.678
233.298309,1,1217.715505
572.456374,300,1219.397323
942.879062,300,1220.072404
899.838154,400,1221.986509
-56.344924,400,1223.925854
56.352617,186,1224.413708
59.057074,194,1225.905523
78.039648,242,1226.40923
233.298523,1,1226.448364
313.123453,400,1228.306685
-23.905203,24,1228.414362
155.226115,341,1230.225483
55.912378,195,1230.643561
233.298309,1,1230.680934
264.363939,289,1232.420787
-9.728015,20,1232.485125
50.886572,320,1233.113107
288.00325,400,1235.109049
1013.115492,300,1236.878298
55.36194,181,1237.224371
-19.436935,1,1237.260572
-24.538029,300,1238.99236
233.298523,1,1239.030297
924.014404,400,1239.867558
290.410756,341,1241.625106
-50.161644,400,1243.646481
111.368514,341,1244.37632
-20.340388,1,1244.415961
233.298523,1,1244.453012
-52.455468,400,1246.319548
68.721502,243,1247.832544
836.569806,300,1248.499462
-44.825298,300,1250.217706
-2.250171,32,1250.300001
233.298523,1,1250.339147
45.966166,341,1252.170494
590.782433,300,1252.807311
233.298523,1,1252.845968
490.662995,299,1254.52302
77.352687,341,1255.209716
326.974434,341,1256.972188
-74.398727,400,1258.865442
-109.260092,300,1259.47181
559.409933,341,1261.268327
858.559703,300,1262.990797
370.648481,341,1263.726608
233.298523,1,1263.764089
912.937865,400,1265.615636
-25.81685,18,1265.75367
-287.306413,341,1267.579963
528.371373,300,1268.199697
506.174785,341,1269.969085
382.541809,341,1271.712162
76.20354,211,1272.229879
233.298523,1,1272.26746
480.948556,341,1274.113733
555.219954,300,1274.745404
394.419368,341,1276.479668
119.272443,341,1278.223732
66.624484,262,1278.790384
475.651536,341,1280.555513
