#{"t_start": 1765854108.7559495, "env_id": "None"}
r,l,t
343.459637,188,4019.319721
-36.176853,341,4025.030212
386.511289,341,4030.761609
32.702175,26,4031.285113
-21.785509,16,4031.552116
-20.283114,1,4031.596446
66.508016,183,4034.451733
-20.0584,1,4034.499212
-3.221154,105,4036.293056
42.745623,31,4036.829948
505.004345,261,4041.211128
233.166333,1,4041.258333
206.845787,1,4041.306577
0.898969,300,4046.351898
454.143355,341,4052.065848
233.1748,1,4052.112813
721.041079,362,4058.217675
233.219989,1,4058.265026
-26.087792,341,4063.832892
634.115308,300,4068.251201
329.268808,170,4071.111182
26.56785,22,4071.53491
382.546829,265,4076.044758
-20.212695,1,4076.093093
391.58348,246,4080.326596
331.381798,171,4083.172398
693.466544,400,4089.95369
524.18676,269,4094.160246
7.06847,400,4100.858858
-32.784672,341,4106.615003
700.745255,400,4113.358139
887.164335,400,4120.179419
309.03463,400,4126.890147
595.386992,333,4132.493794
366.732609,190,4135.697408
-34.404762,341,4141.43688
1.92278,300,4146.562515
-1.207629,300,4151.313892
169.820396,332,4156.773515
-47.191632,78,4158.089858
377.079099,252,4162.294554
421.178792,276,4166.777805
139.438518,78,4167.946656
81.467011,161,4170.610493
330.311988,178,4173.649552
-44.395265,341,4179.372527
233.21361,1,4179.43406
-3.948887,300,4184.473206
-33.44627,341,4190.229665
335.818024,180,4193.256658
-34.883476,341,4199.042969
160.194752,296,4204.113202
10.59011,300,4209.215858
233.202198,1,4209.262834
379.25487,341,4214.704413
374.210397,275,4219.40808
315.46761,163,4222.090337
481.155386,341,4227.832672
-28.594079,341,4233.587777
233.054687,1,4233.634953
-6.626524,300,4238.6642
